id	doc	target
710	не повторяйся бот	1
711	Байден сказал, что нужно выполнять Минские соглашения-2, чтобы Россия не напала на Украину, он ее и принуждает к их исполнению. Байден не Путин, сюсюкаться с киевским режимом не собирается и перешел от слов к делу - сделал из Украины беспилотную зону. Байден молодец	0
712	так зам, же, ток назначили, не успел	0
713	Весьма жёсткие правила по ковиду, мы тут в России даже смеёмся с них, но это действительно помогает, есть с чего брать пример	0
714	А останется как террорист чемоданоносец, который сбил малайзийский боинг, как только он станет ненужным своим хозяевам, всю ответственность за это всё, возложат на тупых вaтников:))	1
715	чел, ты не позорься, пожалуйста	0
716	как понять в год ?   Летом у меня нет отопления. Я не плачу. Октябрь - апрель.  По 5000.	0
717	Зачем эту фразу столько мусолить? Новостей других нет?	0
718	хочешь прав? будь рабом епт)	0
719	это тест на алкоголизм, короче, если регулярно бухать, там какие-то ферменты вырабатывается, вот их и будут искать	0
720	"у нас плата за январь у многих за отопление превысила МРОТ - всё, как ты сказало. Но злость и ужас в том, что это не Украина, а Россия.????? На кой черт нам такой ""мистер путин"" нужен?"	0
721	зря ты не принимаешь таблетки, которые тебе ветеринар прописал...	1
722	Либерахи которые считают что в каждом фильме обязательно должен быть голубок, негр, трап и лесбуха уже и до России добрались, эта зараза в миллион раз опаснее короны	1
723	никто уже не найдёт.	0
724	"ага, только ""территории бывшей РФ"" будут в такой кровавой гражданке, что даже распад Югославии будет цветочками."	0
725	"видать, в Портленде с работой туго - решили лахтадыркой на оутсорсе поишачить:) Знаем мы таких ""друзей Метлока"" типа С.Маркова ""лично знаком с товарищем Шульбертом"" :)"	1
726	это нарушение Минска	0
727	ты чё ??псака-это захарова!!	0
728	id702791889|Сергей],	0
729	К этому всё и шло..  Если в Украине гражданская война, то что тогда делают Пушилины и прочие главы непризнанных республик на передаче у Соловьёва на РОССИЙСКОМ ТВ? И почему у Соловьёва не было ни разу на передаче военных со стороны ВСУ, чтобы их мнение выслушать?	0
730	да, объективна. Твои слова - нет. Сам просишь аргументов, но не аргументируешь свои же слова, как-то по ботски.	0
731	Побежали крысы ?? ??????	1
732	для американцев вариант беспроигрышный: если Путин таки нападет на Украину, значит, они были правы и все превентивные меры оказались не напрасными, повод ввести серьёзные санкции, укреплять и расширять НАТО. Если не нападет, то это будет выглядеть так, что благодаря превентивным действиям Запада, разработкой санкций, поставкам оружия в Украину, Путин испугался и отвалил. Что для него не по-пацански. Явно, в Кремле не понимают, как им сейчас реагировать	0
733	убежите поджав хвост , в след за своими олигархами ...	0
734	"тебе сколько лет,  дебилушка? Если среди твоего окружения ""таких нет"", то это значит только то, что и ты, и твоё окружение, говнoeды??"	1
735	Еще раз, это не оправдание его поступку. И скоро записанное извинение это такое себе.  Кстати, он же приходил к автору поста в 5 утра и требовал удалить пост. Удивительно	0
736	"лахтодырка ?? кукаречет про ""под хвост"". Нуууу, ожидаемо, в принципе, больная тема же. Что, пернатка, порвали? Проктолог долго ремонтировал???"	1
737	От плиты и в президенты , карьера удалась ??	0
738	Это кто такая?	0
739	Чё там рубль уже по 400?	0
740	в паблик ФАН свали отсюда, ботяра.	1
741	а ты её заставь	0
742	на твоих скринах нет фотографий реальных людей. Это ведь боты.  То, что в инстаграмме тоже есть боты ещё не говорит о том, что какая-то часть комментариев в поддержку Валиевой тоже накручена ботами.	0
743	Мэддисон был прав. Самые токсичные фанаты у фигурного катания.	0
744	Не получилось у пиндосов нашу Камилочку нагнуть!	1
745	с Россией уже Обам разделался. «Ф клочья»	0
746	ты почему на диване? Лугандонию не хочешь своей грудью защитить?	1
747	в России все субъекты, в которых в названии есть слова край, республика, автономная область и так являются с особым статусом. Ровно то же самое предлагается и Украине. Тем более, у Украины был Крым с особым статусом - автономная республика. Так что здесь ничего нового. Если с кем то что-то подписываешь, то автоматические признаешь его одной из сторон. А после это всё ещё и в ООН одобрили. Весь мир дебилы, только на Украине политически грамотные. Ага.	0
748	мозгв хватает тока на ура патриотизм и копипаст пропаганды!)	1
749	Этой новости как уже несколько дней, а точнее практически неделя.	0
750	новее пасту сложнее найти?	0
751	хорошо. а чинуша который поил её дрянье нашли? или он уже пошел на министра спорта?	0
752	именно.. дооптимизировались, а терь чёт вякают	0
753	сyчий бот, брысь с Медузы с дегенеративными вбросами.	1
754	она совершила самое чудовищное преступление, что только можно представить - торговала на улице	0
755	"я достаточно информирован, включая и то, что ты пассивный представитель ??????. У тебя это на роже, не обогащённой интеллектом написано?? Скажи, даёшь ""под хвост"" братюням?"	1
756	Пиндосы,крысы и укрогуано-святая троица российских либерастов!	1
757	так тебе, получай, выдуманный оппонент!	0
758	ЕС официально выдл денег на подрывную работу в Беларуссии , Тихановская самая подходящая фигура  в свете того ,что ее муж сидит в тюрьме ,она просто находка для ЕС ,	0
759	Юлия красавица??	0
760	ааа, а куча жителей убитых и в подвалах это всё фейки, это всё выдумки, ага, куча раз*банных городов это тоже всё, всё, всё фейки, все врут кроме ра*ки, ага????  Какой ещё номер покажешь, ???)	0
761	Отвратительная работа команды ,сейчас отражается на всех ??????	0
762	спасибо, хоть кто-то по делу	0
763	группенфюрер - генеральское звание, а там какие-то боевые подZалупные хомяки.	1
764	Полностью согласен! Плохой человек пирамидки исцеляющие от рака продавать бы не стал!	0
765	гестапо и гостачо, перепутала?? это ваши лидеры хомячковые??	1
766	id700960213|Аглая],	0
767	почему Хабенский так выделен или другие фамилии тебе ни о чем не говорят?	0
768	чипирование!	0
769	 Даже мои тапочки смеются.   Алкоголь употребляет бОльшая часть взрослого населения, в большинстве стран мира.	0
770	дебилы все . Просто это одно из мест где можно приколоться над придурками и не более того . Прпиндосовские а это основная масса здесь торчат круглые сутки и за бабло и их немного .	1
771	люди и до 2014 жаловались, что денег нет и тд. Зарплаты тоже меньше были. Просто, кто хочет в достатке жить, тот не ноет, а двигается постоянно. А большая часть ноет, но при этом ничего не делает	0
772	Крысы бегут с корабля первые. Патриоты.	1
773	Самые не интересные новости	0
774	id658179580|Сергей],	0
775	ты где там у себя вопрос увидел, Дениска?	0
776	Развели еврейского лоха на подконтрольных жидо-персидским педерастам из спецслужбам СМИ.	1
777	дебилы, это твои родители, что тебя родили, одноклеточного	1
778	а вы уверены, что допинг был?	0
779	тоже самое подумала)	0
780	хорошо бы	0
781	Не, ну ежели головы начнут отрезать во время внутрипартийных разборок, то я не против.	0
782	нет	0
783	Только Путин решает кто эксперт а кто не эксперт , скажет говном привиться значит так надо для страны  !	0
784	id330424552|Vlad],	0
785	да, но не узнает ни кого	0
786	Иди в школу, научись составлять из слов предложения. Дальше сможешь, возможно, внятно излагать свои мысли.	1
787	Разумеется, Путин думает о стране. О той стране, в которую он сбежит, прихватив с собой золотой запас.	0
788	 Cиoнистам всякий рад Путём Великим В Мир и Лад!)))))	0
789	спасибо, что нибудь еще пукнешь?	1
790	вы уже в окопе? Или только своей метлой из тыла воевать горазды?	1
791	"Представляю, как этот депутат обосрался, когда понял, что это не таджичка какая-то, которой можно депортацией пригрозить, а ""нация господ""."	1
792	Ну да, зачем сделать какой нить поворот сюжетный о том, что Харадрим какой нить взял и перешёл на сторону добра, к примеру, произошла переоценка ценностей у мужика, они как раз негры, давайте лучше сделаем эльфа негром….как бесят	0
793	продажные хуeботы должны умиpaть самой страшной смертью ??????	1
794	юмор на уровне кухни. он что с дружками в бане отдыхает. такое поведение не допустимо.	0
795	Спортивный арбитражный суд (CAS) запретил России использовать песню «Катюша» вместо гимна страны на Олимпийских играх в Токио летом 2021 года и в Пекине зимой 2022-го.	0
796	"Надо Закускина ""депортировать"" в Чечню"	1
797	история о том, как профессионалы разводят гопников .	0
798	не понимаю о чем ты	0
799	 «Собеседник агентства подчеркнул, что для обычных водителей, не нарушающих грубо правила дорожного движения, ничего принципиально не изменится.»	0
800	а, её уже заставили??ДАННОЕ СООБЩЕНИЕ (МАТЕРИАЛ) СОЗДАНО И (ИЛИ) РАСПРОСТРАНЕНО ИНОСТРАННЫМ СРЕДСТВОМ МАССОВОЙ ИНФОРМАЦИИ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА, И (ИЛИ) РОССИЙСКИМ ЮРИДИЧЕСКИМ ЛИЦОМ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА. ,,,,,	0
801	так Владимир Владимирович уже давал комментарии по этому вопросу.	0
802	госпади, cringe.	0
803	"Как они могут ""слышать"" по голосу, болеет человек или нет?) Там экстрасенсов на линию набрали? Например у меня при температуре голос не меняется, но на работу я с температурой не хожу?????"	0
804	а я ведь так и прочитала??	0
805	Раз раз раз раз раз раз	0
806	и где это сейчас в Мордоре Пфайзер и Модерну колят, ась???	0
807	сути моего высказывания выше.  И утверждать близкие могут чо угодно, надо видеть факты, справки...	0
808	только вот дело это может принять скверный оборот, тестировали астру, которая была нариса под 1с, так 1с на ней не работает)))	0
809	да и вообще спортсмены быстро взрослеют. Огромные физические нагрузки + допинг ...	0
810	Бандиты: *угрожают жизни представителям власти*  ФСБ: *пох ваще*   Школьники: *взрывают дом в Майнкрафте*  ФСБ: *ну это уже край*	0
811	"здесь такое не читают. ) Щас вам прилетит от местных ""редакторов"" 15 рублей и все.)"	0
812	у ватников рвутся шаблоны, из зомбоящика же рассказали что все это заказ американских спецслужб и вообще весь мир против нас, а тут оказывается, что суды вдруг независимые	1
813	Отмечаю один. Даже рисовать не хочется.	0
814	я с лаптя пишу. Правого. Есть ещё вопросы?	0
815	На следующем концерте Артур Беркут будет сидеть с плакатом «дайте спеть хотя бы Крещение Огнём»	0
816	своим чеченам, чтобы не посылать русских солдат резать головы этих чеченов самим	0
817	автомобиль - это рабство. Не выпить, не покурить, денег отвали на ТО, бензин, а для многих и на кредит на тачку Откажись от автомобиля - стань свободным. И тогда проблемы с баночками будут уже не твои проблемы	0
818	Путин очень занят разборками с западными партнёрами, которые прижали Россию, тем временем сила или слабость страны исходит изнутри. Даже при автократии (демократии в России никогда не было, разве что до появления централизованного государства она была в Новгородской республике с поправкой на время) жёсткий порядок для всех подданых лучше, чем избирательное применение закона. Когда есть избранные, которые пребывают вне рамок закона, происходит эрозия государственности, чем бы это ни оправдывали.	0
819	Оно само себя ещё и лайкает ахах, бот-даyн ???????	1
820	так пойди купи по закону.	0
821	id17632148|Екатерина],	0
822	это Бэггинские широтролли, у них центр есть, в Бри-2, они за каждый такой коммент по +15 медянников получают.	0
823	Прививки не вредны. Вредны антиваксеры. Возражайте ???	0
824	это сорт такой Нидерландский?	0
825	Комментарии к трейлеру,четыре пять	0
826	Хоть что-то разумное. И то, не по собственной инициативе приостановили, а потому, что против этого бреда подписали коллективное письмо почти все худруки крупнейших театров страны, включая Хабенского.	0
827	ну иди, поплачь своему методисту, может он тебя, микроцефала, пожалеет :-)))	1
828	Не вздумайте,глупцы! Нахрен они нужны??	0
829	Суверенитет страны стоит куда дороже.	0
830	Скоро введут чеченский налог. 10% от дохода идёт в казну Чечни.	0
831	Она по себе по видимому судит, у них с мужем нет понятия о честности и порядочности.	0
832	вам пришлось наверное собрать сестринское коммунити и кинуть клич чтобы найти человека, который отредактирует gif-ку, потому что в оригинале там было women is talking??	0
833	Это ещё не значит что обвинения по допингу сняли. Будут после олимпиады разбираться.	0
834	кто ж теперь с цветами русских встретит? нравится,не нравится а джевелин и стингер справятся!	0
835	^жестко надристал в комментах.	1
836	Главное запостить ТРЕБОВАНИЕ в инстаграммчик, словить хайп и лайки, и репосты?? не, ну ваще тема мощная, сейчас забурлит либерастное болото??	1
837	??	0
838	Когда США действительно многонациональная страна созданная мигрантами, а эРэФия клоака населенная недобитыми нацистами черепомерами недовольная не тем оттенком кожи у выдуманных кино героев.	1
839	Это Анатолька, перешли её только самым дорогим всем подряд людям в количестве 28штук и получи шанс выиграть скатерть.	0
840	Предлагаю изобрести собственное колесо, собственный огонь, собственное электричество, а не пользоваться изобретениями запада!!!	0
841	Фанаты фигурки тебе просто горло перегрызут за НАШУ Камилочку и всех остальных))))	0
842	Вакцина, может, и хорошая. Но все в Европе понимают, что как только ВОЗ ее одобрит, в нее поедут толпами люди из России. А сертификаты не у всех настоящие))) возможно, проблема не в самом Спутнике, а в недоверии Европы к обязательности исполнения закона в России.	0
843	да да, это США грозит своим гражданам отрезать головы, это сша, перессорились со всем цивилизованным миром	0
844	А чего видео-то? Пусть перед бабкой извиняется.	0
845	ну им изобразить кипучую деятельность надо?????	0
846	Это только по поводу разрешения дальше выступать. По поводу результатов командного выступления решение будет принято позже и отдельно. То есть медали ещё лишить могут.	0
847	не надоело одно и тоже писать, как бот? Тоже самое можно и про хоккей сказать.	0
848	ну да молодец, ещё оружием снабжает, краусавчек!)	0
849	Дежавю прям.	0
850	"""Учения"" значит? Хитро придумано. Теперь уж точно никто не насторожится ))"	0
851	План гнусных тварей не удался ?? Отсосите.	1
852	Камилла ?? ?? ?? ?? ?? ??????????.	0
853	в морге отдохнёшь	0
854	Шо про ковид все забыли?	0
855	нелегально торговать - нет. Нападать на пожилого человека с применением перца - тоже нет	0
856	я ж знал тебе понравиться ,вытри лицо	1
857	говорить плохо о Китай — отправка санаторий уйгур! Эпидемия коронавирус быть вызванный американские разведчики!!!	0
858	у каждой страны ЕС и Северной Америки есть проблемы. Обсуждать каждую очень долго, поэтому набросаю примерный список тем: высокий уровень инфляции, коронавирус (помимо заболевших есть проблемы у малого и среднего бизнеса), мигранты, политическая нестабильность (особенно Штаты), отток населения (в Восточной Европе), очень большие проблемы в экономике (там же), безработица (особенно в Испании плохо с ней). Достаточно?  И европейские правительства не в состоянии эти вопросы решить (нет там уже давным давно квалифицированных кадров, которые будут в состоянии взять на себя ответственность за принятие решений). Поэтому проще найти Россию и рассказывать с утра до вечера про то, как мы спим и видим как бы на Украину вторгнуться.   Да и у нас ситуация зеркальная. В любом учебнике по политтехнологиям внешняя политика будет упоминаться как хорошее средство отвлечения внимания, если во внутренней беда. Вот все в неё и играют. А страдает от этой партии Большой Игры больше всего Украина (да как всегда). Инвестор верит в то, что может начаться война и не хочет ничего вкладывать. Наоборот, всё выводит. Даже мутные истории с самолётами начинаются, когда их владельцы против того, чтобы их борты летали над Украиной. Да и у нас в экономике беда.	0
859	вы конченые....	1
860	адекватные сначала непривитыми болели неделю с темп 39, потом привились и через полгода опять болеют или уже переболели с темп 39.	0
861	Ой, снег и мусор уже потом приплели. Да и неважны снег и мусор сами по себе для отставки — это мы видим по многим городам.	0
862	"можешь ещё опровергнуть то что ваша путятишна облизанная руками этих типо защитников хочет напасть на самый близкий и братский народ .. для того чтобы списать на войну все те свои обсираловы и высокую смертность . Интересно .. а что в бою эти защитники орать то будут "" вперёд на врага за шлюх Дерипаски ""  "" за яхту Сечина "" за дворец типо ротенберга "" ну что слился то путиноид ?? Опровергай давай )) назвался Петей полизай на парашу !!  С вами залупутинцами всё проще и проще спорить нынче.. и все благодаря путину и  ко !! Обосралиись вы а твердите что от всех воняет ))"	1
863	Инакомыслие-угроза. Если не так как в твоей медичке с папочкой под картинки- значит точно бот  упд: опять редачишь, чтож ты сразу мысль не можешь выразить	0
864	"> ""Всемирное антидопинговое агентство (WADA) осудило решение выездной панели Спортивного арбитражного суда (CAS) о снятии временного отстранения с российской фигуристки Камилы Валиевой. Заявление приводится на сайте организации.  В WADA подчеркнули, что разочарованы решением допустить 15-летнюю спортсменку до Олимпийских игр 2022 года в Пекине. Отмечается, что в лаборатории в Стокгольме не знали о необходимости проверить допинг-пробу фигуристки перед соревнованиями. По их мнению, российская сторона не пометила пробу Валиевой как приоритетную для проверки.""  Норм там Вадовцы подорвались. Не знали они. Проба целый месяц где-то гуляла, а они не знали. А ещё корона им мешала пробу сразу в базу добавить, да да. Все пробы добавили, а вот конкретно эту - ""ну нам корона помешала, ну мы не знали"".   Клоуны. ??"	1
865	ну почему же. в Единой России есть настоящий мужик Адам Делимханов что заступился за простую пенсионерку ))	0
866	 Если кто-то регулярно бухает, но за руль садится только трезвым, у него заберут права?	0
867	Это все специально, чтобы наши народы перебить , вначале друг друга по убиваем , а эти придут на готовенькое . Наши власти в сговоре з Байденом ,против народа России и Украины.	0
868	Из-за алконафтов страдают нормальные водители. Как обычно.	0
869	Она же допущена	0
870	передавай этот замечательный плакат своим соседям неgобиткам, нищеброд.	1
871	я лучше нассу на твою могилу... свинобот	1
872	Лажа. Перемудрили.	0
873	Малолетняя наркоманка?	1
874	а что, удобно, надо было сша нурсултан признать как отдельную область от кз, а в случае прибытия миротворцев сделать все вытекающие	0
875	Дырка??????	1
876	только расисты занимаются квотами и пропихиванием меньшинств там куда им не место. Вместо того чтобы заняться качеством проекта. Сериал по ведьмаку, колесу времени и многое другое вам в пример.	0
877	первым в этой войне падет рубль...	0
878	Вот собственно и будет повод ввести туда войска.	0
879	это не значит что её дело о допинге закрыт. Оно ещё разбирается. По сути если она выступит и получит награды, то всё равно может их лишится	0
880	????????	0
881	Ахаха сукa реально бот-инвалид ??	1
882	Ничего себе, 500% это жесть	0
883	смотря где работаешь.  Уменя на заводе уйдя на больничный я получаю полный оклад.	0
884	вот амазон и портит	0
885	Этот господин уплатит на всё (показывает на нищего крепостного из барнаула).	0
886	На Украине революцию сделала европа. Они же и Беларуссию хотят к себе. Америка не хочет потерять влияние.)))	0
887	Не знали (!), что олимпийца (!!) нужно проверять на допинг до начала Олимпийских игр (!!!)  Вот такая компетенция у всемирных организаций, доверие нисколько не подрывается	0
888	как они могут остаться с носом если еще не все? ??	0
889	эти гады – заводы. Не курильщики??	0
890	Топ 30 самых депрессивных регионов Рашеньки уже пишут Байдену прошение чтобы их приняли в НАТО ... официальный МРОТ в этих регионах почти в 3 раза меньше гуманитарного пайка военнопленного согласно конвенции ООН ...	0
891	а знаете, кто ещё пил воду?	0
892	А почему депутат ходит с баллончиком? Кого он боится регулярно?	0
893	не просто медики, а инфекционисты и вирусологи с многолетним стажем, написавшие огромное количество научных трудов и пользующиеся авторитетом среди коллег)	0
894	Ещё одни Свидетели Иеговы ??	0
895	да	0
896	ты же сам знаешь что этого никогда не произойдёт. Могли бы, давно зашли. А так кишка тонка, кремляди  ссуться последствий.	1
897	быдло - это тот, кто целые народы оскорбляет. То есть ты	1
898	?? ??	0
899	причём тут расизм? В книге нет чернокожих эльфов (ну или почти нет) Вот если бы Толкин задумал прекрасных эльфов с признаками негроидной рассы, а их играли бы белые, то да, расизм был бы. А так какое то обратное действие получается.	0
900	ты не понимаешь, это другое.	0
901	директора ООО ЖК  гнобят население России.	0
902	Как Путин допустил что наших спортсменов стали считать грязью?	0
903	Всех коллаборантов в итоге повесили или расстреляли.. так чта нехай Леха сидит. Живее будет.	0
904	но были ли там красивые женщины? Кто у Пригожина жена вообще? Валерия???????	0
905	тебе сколько монет пожертвовать???????	0
906	бурят а ты что в украине забыл?	0
907	ну да, а Россия прожевала её и выплюнула, как израсходованный материал. Нельзя так к людям относиться...	0
908	Да всем срать га олимпиаду,кто ее смотрит вообще,ее даже бабуля не смотрит,она вообще не кому не нужна в этом году,тут такое происходит,тут такой ужас происходит ну вооот совсем не до нее сейчас.	0
909	"Гы-гы-гы, я уже понял почему - чтобы на экранах ПВО в случае чаво ""левые"" точки не светились. Украина привела войска ПВО в боевую готовность. Как с Сирией с ней не получится."	0
910	это ты ссылаешься на вот эти вот ограничения по ковиду, рили? Во всём мире они применяются, в том числе и консервативной Великобритании. Вот Трюдо - член либеральной (либерально-социалистической партии, которая правее даже социал-демократов, которых называть социалистами просто смешно), и я вообще без понятия, как его можно социалистом окрестить. В Канаде социалистом можно называть разве что Джамита Сингха с его НДП.	0
911	восстановлению чего, мамкин дурачок?	1
912	ну да, Россия же белый зайчик в данной ситуации. А то, что у нас сейчас огромная армия стоит возле границ Украины то ничего страшного, подумаешь, лагеря развертывают	0
913	Патриотизм, мало времени прошло, сейчас набегут.	0
914	Главное,  чтобы три раза повторить для тупых	1
915	опять опровергаешь что то что придумал сам. ?? я привел фото и написал что все 17 этажей с фото с камиллой, не вижу что то написания что все против нее или ты по людям с фото готов доказать что это реальные люди ??	0
916	всему миру похер на тебя. И зенит - чемпион, да.	1
917	ты мгшников описал	0
918	им щас необязательно становиться звёздами, они ж не белые ??	0
919	"""Зло не может создать ничего нового, оно может только испортить и разрушить то, что изобрели или создали добрые силы"". - Дж. Р.Р. Толкин."	0
920	Смотрел прямую трансляцию, жаль не сходил на игру тк был далеко от дома. Классно когда домашняя команда выигрывает.	0
921	да и пользоваться этим оружием и техникой в кратчайшие сроки никто научить не успеет	0
922	id704503360|Леонид],	0
923	но это не вся угарная реклама, еще пару ржачных роликов было	0
924	угорают???Ну-ну. Мимо дуй,лахтотруженик.	1
925	фактически забрал	0
926	фишка в том, что астра на линуксе, опять не свое, а опенсорсное переделанное под себя	0
927	старый видосик стал классикой.	0
928	Зеленский выполни минские соглашения, спаси Украину!	0
929	Украина - бандерия не выполняет даже подписанных соглашений, на высшем уровне.. Ну например Минские... Так что на обещания не вступать в НАТО плюнуть и растереть...	1
930	гномы бабы негры будет, причём без бороды	0
931	Южная Осетия, Абхазия, сейчас ещё террористов с востока Украины кормить придётся нашему бюджету. Бедные пенсионеры. Память ветеранов опять унизили, не за дворец плешивого вора диды кровь проливали.	0
932	 ну надеюсь что по допинг-кейсу тоже они отработают	0
933	Чичваркин оценил, ему тоже норм	0
934	тряпка этот мундеп урод	1
935	Ни газовых камер, ни массовых боен. Уколы, таблетки, еда... Когда обыватель – и сыт, и спокоен, – Он молча идёт в никуда.  Родные прекрасно хоронят друг друга. И сами друг друга гнобят. Цела и чиста остаётся округа... В беззвучном режиме набат.  Всё тихо и мирно. Всё мирно и тихо. Идёт геноцид втихаря... Спустили с цепи одноглазое лихо. И лижут ему прохоря.  Бывают накладки. Случаются ляпы. Но СМИ полируют углы... Рабы добровольно напялили кляпы. И жаждут хозяйской иглы.  Звучит поначалу немного зловеще – Аж можно запачкать испод! – Но все эти люди – давно уже вещи В руках инфернальных господ.  А тот, кто хоть как-то ещё адекватен, И мыслит продолжить борьбу,  Получит от ближних своих и от гадин Путёвку на отдых в гробу.  Здесь каждый пособник системы – убийца. И вряд ли уже человек... Кому не дано в эти дни пробудиться – Едва ли проснётся вовек.	1
936	Заучит как совковая чушь	1
937	Наконец-то! Мы так рады за Ками. Столько тянули и так потрепали нервы всем. надеюсь, Камила не сломается от всего этого и сможет показать свой максимум ??	0
938	ага, нету. Ещё один Боинг и Украина останется один на один с Ордой.	0
939	ты с какого учебника ето пропукала????	1
940	да потому что все , нет больше мер ????? Свифт остался, а на газ и прочее, чемоданами таскать будут?? пu3дeц вам, бандерлоги и внутренние террористы овальные	1
941	да как скажите, -картоха!  Я вот думаю, лучка чтоль подкинуть в засол шашлычка? А? Как думаете?	0
942	"""Посмотри на кого ты стала похожа,"" - Симона Байлз и Серена Уильямс резко осудили Камилу Валиеву за применение допинга"	0
943	жаль, что, этому жирному отбросу общества, ни кто, даже косточку не кинет!	1
944	Негры эльфы все ясно понятно	0
945	Хоть что-то разумное. И то, не по собственной инициативе приостановили, а потому, что против этого бреда подписали коллективное письмо почти все худруки крупнейших театров страны, включая Хабенского.	0
946	если речь не о депутатах , то заслуги государства в достижениях отдельных личностей стремятся к отрицательным значениям	0
947	ДОЛБОДОЖДЬ КОНЧЕННЫЙ.	1
948	они сделали негром русалочку, фею крёстную, Анну Болейн... Как ты думаешь?	0
949	Класс.   Жду.	0
950	ты слышал все правильно, но вывод опять лживый, это не допинг, а запрещены препарат! Учи матчасть	0
