	text	target
2323	[id652812050|Андрей], да, обычное дело	0
2922	[id657051218|Arlette-H], да не пиZди ты, пригожинский быдлоскот!..	1
1722	[id4135040|Влад], так основная проблема злопыхателей это допинг, с ним вопрос еще не решили, допуск справедлив, в сторону уязвимой стороны решили вопрос, так как у нее после 8 числа не было бы времени и готовиться и судиться. надеюсь бывшая руководительница русады не умрет от сердечного приступа до дачи показаний, почему пробирки ехали так долго?	0
1841	[id704188883|Милана], это не значит что её дело о допинге закрыт. Оно ещё разбирается. По сути если она выступит и получит награды, то всё равно может их лишится	0
1778	[id215862086|Валентин], ну, тащемта, тут как с сыном Лукашенко - она во взрослую херню (олимпиаду) полезла, так и спрос с тебя, как со взрослой, без поблажек.	0
1019	Просто нужно чилить с нужными людьми	0
2400	Леха, а тем более, обритый, выглядит, простите, алигафреном...	1
316	[id20498020|Сергей], а какое дело фашистским коллаборационистам до спортсменов РФ? Ваши вот с нулями до сих пор, и эти действительно ни копейки не стоят.	1
1777	[id233748241|Илья], ну так анализ показал что доказано, они давили на то, что если бы отстранили сразу по той пробе то олимпиады не было бы. Значит что несовершеннолетняя и инфу по ней не будут публиковать	0
334	[id90788420|Алексей], а я от природы болтливый??	0
1336	сменил место жительства на Италию надо полагать?	0
645	Позорище	0
1401	А что это даст? Ну вот выявили, что я алкаш. А за рулём трезвый и без отстаточного и что дальше? Не понимаю	0
698	Вот это я понимаю новость, а то все оксимерон, оксимерон!	0
2888	[id410299385|Валодя], кукарекает твоя папаша,когда ее eбyт в очко!	1
2870	[id49464409|Анатолий],  Это констатация факта. Договорнячок Байдена и Путина работает. Еще не много и киевский режим под давлением США выполнит Минские соглашения-2. И все будут довольны. Россия получит Украины и не расширение НАТО, а Байден обьявит себя миротворцем, тк помог прекратить третью мировую войну и реализовал Минские соглашения-2, что никто не смог сделать 8 лет до него. Все в плюсах, кроме бандер, которых  начнут сажать	0
2223	[id597302285|Сергей], а ты бот или выродок с промытыми мозгами?	1
1677	[id417163040|Sergei], а как же лапта, предатель родины?	1
2334	Россия всё больше и больше погружается в пучину мракобесия, беспредела и темных лет кошмара и безысходности	0
2916	[id528048893|Зигизмунд], слышь, кремлебл.дь! Как вы достали лахтинские псины! С нашего народа шкуру дерут, а на Запад отправляют!	1
2711	[id674027984|Hrenovyi], ты же поможешь хохлам, или только тявкаешь!!	1
2273	[id159211105|Салават], что значит, допустил? Он и организовал. Или думаете, фсбшники от нечего делать мочу подменивали?	0
1337	Тема с отрезанными головами заразная..	0
2465	[id40194960|Саша], мира ботов	0
2748	Ждемссс.Пыньку скоро никакие бункеры не спасут,когда деньги перестанут капать из России на содержание семеек.	0
2468	да для москвичей 20 тыр это два раза в кафе сходить. Могли бы потерпеть.	0
1563	[id209686506|Ilya],	0
1681	но это не вся угарная реклама, еще пару ржачных роликов было	0
718	"[id30547093|Владимир], на следующем концерте половина зала придет с плакатами ""Верните Кипелова"""	0
1886	"[id62191090|Эльчин], 2 недели в год??? Может пора завязывать с рабством? У меня 28 дней основной отпуск, 16 дней ""северные"", 7 - надбавка за вредные условия службы. Уже 51. Плюс два учебных каждый по 25.  Итого 101 день только отпуска. Плюс график 2/2. Я меньше работаю, чем отдыхаю."	0
2791	Вот вам хохлы и инвестиции))	1
183	Хоть что-то разумное. И то, не по собственной инициативе приостановили, а потому, что против этого бреда подписали коллективное письмо почти все худруки крупнейших театров страны, включая Хабенского.	0
1877	[id189846595|Владислав], в морге отдохнёшь	0
2865	[id1208056|Максим], ну может остался какой клочок, Байдену порвать. Нехорошо как-то Обама с дедушкой поступил	0
1911	"[id15194789|Юрий],Начальники они всегда умеют все болезни по телефону определять. Наш директор очень бомбил когда в разгар приемки куча рабочих с короной послегла. ""Работа началась, а они посбежали"""	0
275	[id430506720|Александр], так давно уже	0
2021	[id607580468|Andrew], 15-рублёвые скрепы	0
2931	периферии пи*дец... лояльность москвы и питера - основа спокойствия	0
1283	Обосрался! Женщину тиранить хЭрой!!! А только мужчины вступились и слился!	0
734	Не, ну маяк лучший из списка!	0
1174	[id533855183|Михаил], ну мне было лет 15 в те года, так что для меня это действительно прошло не заметно	0
1914	[id102766632|Александр], именно.. дооптимизировались, а терь чёт вякают	0
112	Жаль девчонку, из за своей страны сгубит свою карьеру)	0
1100	А что это изменит практически?	0
299	[id613406373|Kirill],	0
2270	[id303201232|Андрей], в паблик ФАН свали отсюда, ботяра.	1
2146	"Ну наконец-то котлетная фея появилась,а то уж соскучились,все-таки своя славянская ""псаки""!"	0
1819	Справедливое решение. Сразу видно, что суд был не российский, который самый гуманный и справедливый ?? Надеюсь, что дело будет расследовано и найдены истинные виновники произошедшего.	0
124	[id21416505|Elena], чтобы медали получить и в Россию увезти. Ненависть именно из - за этого.	0
1181	[id287242533|Данил], это на перед мыслят. Так было потому что с Крымом.	0
2531	Как хозяин Джо скажет, так и будет.	0
492	[id215949221|Виктор], фуфлом ее считают только дауны) все адекватные люди давно уже привились)	1
2529	Сейчас слушаю новости. -Украина готова пойти на многие уступки, но не на отказ от НАТО. (с)	0
2105	Хохлы, вы и так вымираете , какая вам война??	1
51	Хреново быть российским представителем ахахах	0
2618	[id49464409|Анатолий], укроина это раковая опухоль или аборт ..	1
474	[id145227165|Егор], не просто медики, а инфекционисты и вирусологи с многолетним стажем, написавшие огромное количество научных трудов и пользующиеся авторитетом среди коллег)	0
2278	Похер	0
1655	[id2104931|Evgeniy], билеты дичь дорогие, небось. не от 100 как в регулярке. Что там в городе было после матча?	0
612	[id627266938|Евсей], и вас я тоже не звал. Вернитесь на прежний путь, и не сворачивайте. Тоже мне, поборник нравственности и морали с липовой страничкой. Брысь!	0
2425	Юля молодец, нехрен им в темную мутить	0
1520	[id13834433|Renat], да? А, ну расскажи мне, в чем отличие сюжета? Там разве не про создание Колец Власти?    А по поводу покупки ты прав, я частично согласен, да это позвлляет делать что угодно с этой историей, но никто и не говорит что это запрещено, ты даже мой ответ можешь перечитать. Там написано именно об неуважении к легендарной истории прародителя жанра. В надеждах задобрить негров и блмщиков, они засрали великое произведение Толкина, вот и всё	0
2112	[id131887586|Антон], я сам вашу сучью свору выродков в парше и в позорных погонах ФСБ неплохо знаю	1
2616	[id626247905|Sasha],	0
98	Патриотизм, мало времени прошло, сейчас набегут.	0
1703	Царство небесное канадскому режиссеру, который родился в Чехословакии в еврейской семье	0
379	Общественная палата №6 Отправить всех на принудительное нах	1
2557	[id546776326|Имя], Опровергнуть что? Твой набор слов?	0
2829	Даже если что-то в декабре и было у нее в крови, то прошло уже полтора месяца. Как эта микродоза могла спустя такое время ей помочь выиграть? Да и проба та была взята во время чемпионата России, и никаким боком этот турнир Мок не касается. Хз, что еще добавить. Можно еще лыжников наших проверить. А то 42 года эстафету не брали, а тут на те. Совсем охренели. Негоже впереди норвежцев на финиш приходить.	0
44	[id651819614|Сергей], у каждой страны ЕС и Северной Америки есть проблемы. Обсуждать каждую очень долго, поэтому набросаю примерный список тем: высокий уровень инфляции, коронавирус (помимо заболевших есть проблемы у малого и среднего бизнеса), мигранты, политическая нестабильность (особенно Штаты), отток населения (в Восточной Европе), очень большие проблемы в экономике (там же), безработица (особенно в Испании плохо с ней). Достаточно?  И европейские правительства не в состоянии эти вопросы решить (нет там уже давным давно квалифицированных кадров, которые будут в состоянии взять на себя ответственность за принятие решений). Поэтому проще найти Россию и рассказывать с утра до вечера про то, как мы спим и видим как бы на Украину вторгнуться.   Да и у нас ситуация зеркальная. В любом учебнике по политтехнологиям внешняя политика будет упоминаться как хорошее средство отвлечения внимания, если во внутренней беда. Вот все в неё и играют. А страдает от этой партии Большой Игры больше всего Украина (да как всегда). Инвестор верит в то, что может начаться война и не хочет ничего вкладывать. Наоборот, всё выводит. Даже мутные истории с самолётами начинаются, когда их владельцы против того, чтобы их борты летали над Украиной. Да и у нас в экономике беда.	0
2045	Мало геммороя?! Чем бы не тешились, лишь бы внутренние проблемы не решать!	0
116	до 16лет не наказывают спортсменов	0
466	[id211445208|Nick], нет, неэффективность эпивака доказана по-другому, анекдотичный опыт с выборкой в 1 человек может что-то доказать только ученику 3 класса сельской школы	0
53	Следует воообще всю Олимпиаду отменить. ??????	0
2884	Наср@но	0
2584		0
1517	[id513484851|Viktoria], в какой книге? Это сериал как я понял с новым сценарием. Авторы сериала берут таких актеров, которых считают нужным.	0
442	[id493706993|Nella], что это – еще предстоит установить, но судя по всему постоянного состава нет ?? в Словакии это что-то одно, в Ланцет отправили что-то другое, в Аргентину – третье, а что россиянам колют – вообще не известно...	0
369	[id18855016|Настя], каких прав ?	0
657	[id281979587|Алексей], покрывающий чужие преступления является их соучастником - так в Библии написано? (Веришь в Боженьку-то?)	0
2625	Независимость от кукухи у них уже 8 лет	0
141	[id248753181|Людмила], боятся кадырова а над этими просто угорают	0
2958	ну вот... как по нотам всё разыграно...- чтобы не утомлять дебильными вбросами-выступлениями нае*ального которому нельзя отсвечивать именно сейчас потому как появляются вопросы по украине к нему и его абсолютному бездействию...а значит плебсу вбрасывают другие мульки - третьесортные сафроновы... аресты вонючих пуссей через раз.... щас ещё что то вбросят типа отравления очередного пети верзилова( или абрамовича?? ) или убийства тесака.... пипл хавает беспомощно плямкая пустым ртом... ах да1!!!! как же я мог забыть вбросище про авсянникаву с её вонючим плакатиком......аахахахаха... а пипл хавал на ура.. а как это пиарили пропагандоны...	1
982	[id141584114|Алий], я плачу??..ты доволен?я сделал тебя на грамульку счастливее?	0
2403	Новальнова- в губернаторы Киевско-окраинного федерального округа!	0
1323	[id508496|Евгений], извинись, вдруг че??	0
585	"Пассажирский самолет ""российская федерация"" терпит крушение окружённый злым загневающим  западом и китайским брателлой в течение вот уже 30 лет после развала СССР  Экипаж ""России"" отважно борется за спасению жизни пассажиров чтобы не попасть в рай раньше времени  Действующие лица:  - Не унывающий и мужественный пересидент  - Изобретательные и находчевые говорящие усы  - Симпатичная и невозмутимая пропагандийская машина  - Хладнокровный и обаятельный содержанец   А также  - Несравненная мисс Украина в роли мисс Украины  В сериале ""Крутое ХЗ"""	1
127	А вы донаты ещё принимаете от запердищенских нищеёбов?	1
1801	[id247179055|Иван], по-моему, она на 15-16 максиму и выглядит. Тем более, если убрать косметику. В 30 лет женщины выглядят совершенно по-другому	0
2959	Так ору, когда роскомхyйзор что-то требует или блокирует.	1
1339	1 пункт сначала узнать нацию)) а уж потом все остальное по списку	0
884	[id141205367|Марсель], Украина останется Украиной, а вот федерашка будет называться Московская санитарная демилитаризированная зона – типа гетто для путенских крепостных ??	0
582	Предлагаю изобрести собственное колесо, собственный огонь, собственное электричество, а не пользоваться изобретениями запада!!!	0
1805	[id247179055|Иван], в каком месте она похожа на 30-летнюю?	0
2576	Достойная жизнь люденй — вот традиционные ценности по Конституции.	0
218	Уже как спам.	0
1831	[id704280628|Андрей], я не понимаю тебя???!!!,она талант!!!,и лучшая!!!	0
289	[id19134597|Mikhail], люди могут переезжать жить в другие страны, шок	0
1330	Надо ввести уже норму в УК 1. Оскорбление жителей Чечни карается отрезанием глоловы, жи есть.	0
2247	Кругом нас рать, Вскричал Мамай И с раной побежал в Сарай. ... Нас рано, нас рано Мама разбудила. С раками, с раками Супом накормила.	0
1724	[id4135040|Влад], ого, может расскажешь ваде как понять чьи пробы приехали? ??	0
1477	Аллан был белым... Причем тут расизм?	0
800	Очень надеюсь, что они там все не ебанулись, а просто нас за идиотов держат.	0
122	и чего. коли кто нить в свой гарем не приберёт, исчезнет через 2 года.	0
2109	[id131887586|Антон], как и в России. Как-никак четвёртая власть жидо-персидских педерастов из спецслужб	1
2905	[id23934677|Сергей], иди на...й, петух пермский	1
901	Амеры поставили украине джавелинов по нескольку штук на каждый танк. Один выстрел 95% гарантии поражения. Представляю состояние танкистов, которые пойдут в бой, зная что уцелеть у них шансов 5%.	0
2633	Дырка??????	1
751	Все больше напоминает серию Чёрного Зеркала со свиньёй. Не надо ли говорить в роли кого свинья, а кого премьер.	0
2462	[id578512493|Марк], нравится не нравится- терпи моя красавица!...))	0
1968	[id688989552|Виктор], после того, как ты наберешься смелости писать с личного аккаунта, Витюша))	0
554	[id452831118|Alexander], какое развитие в условиях, когда закупка идёт по указке сверху? Развитие бывает только при конкуренции, а тут сделали хрень и дальше стараться смысла нет, всё равно купят из-за запрета приобретать то, что лучше.	1
1584	[id43015311|Алексей], с терпильской.	0
1018	[id404129246|Артем], зато наверняка у него в холодильнике припасена парочка изумительных деликатесов)	0
2677	casus belli	0
1307	[id443102|Люська], а есть случай, когда депутата жалко?	0
1603	а негры там зачем ? и ни одной звезды нет ((	0
2912	[id232158349|Иван], вот именно, в статье говорится только о погибших от дротиков, при этом не слова об убитых в затылок с завязанными руками, как так? столько криков, неужели все пи3.деж?	0
2852	[id658179580|Сергей], многое.	0
1566	Либерахи которые считают что в каждом фильме обязательно должен быть голубок, негр, трап и лесбуха уже и до России добрались, эта зараза в миллион раз опаснее короны	1
558	[id526234962|Алексей], можно подумать вы не знаете имен создателей говномета в России? Соловьев, Киселев, Скарабеева... Продолжать?	0
1807	[id12801823|Костя], я так понимаю вы никогда живую женщину не видели)	0
1199	[id1844916|Владимир], очень корректен, что то особый статус областям в рф никто н еспешит давать.  подписала? договоры с нелегитимными формированиями не считаются подписанными, власти были выбраны не по избирательному законодательству украины, следовательно подписывание с проходимцами.	0
1880	[id189846595|Владислав], дак и дома заебут, не вопрос же....	0
705	[id5534448|Илья], шо тебе пояснять? Впервые слышишь, как Арию и ее фанатов называют говнарями?	0
1317	А чего видео-то? Пусть перед бабкой извиняется.	0
2732	[id88198113|Вячеслав], предоставляет чермет и то дедает это не бе платно. Но в современной войне это хлам	0
1695	[id5018141|Ярослав], у тех кто умирает во сне...уже ничего не стоит	0
2766	[id10420513|Сергей], на вокзалах спокойно и тихо. Цены на такси стабильны. Посольства работают.	0
2116	[id685229480|Владимир], ??????????	0
537	Не существует, не закупайте.  В чём проблема?	0
513	[id920482|Роман], согласен. Только за конченый имбецил может защищать коррупцию. Но Рома смог. Медаль тебе	1
637	??	0
928	[id704177422|Alexey], сепаратистов ни в какой стране не любят	0
2210	В путинской России возможно только коллективное сумасшествие и отупение, а всё остальное у каждого своё!	0
1203	Кажеться почалося три четыре пять	0
1851	давай камилочка, вся россия с тобой, все 17 этажей бц лахта	0
763		0
1163	[id107117263|Артём], ботяра как же ты слаб	1
2145	[id675792975|Ii],	0
285	Очень интересно! Спасибо за материал	0
1081	[id232269|Artem], че ты несёшь уголь за границу продают там и нефть и газ есть плюс миллион рабочих рук	0
986	а где мем с Чикатило?	0
56	а че?	0
198	Не надоело еще? Мало того, что все выходные через каждые полчаса украина-война-украина-война, и уже с утра пораньше опять эту пластинку завели.	0
1486	[id390156709|Гордон], это Галадриэль, ей все можно)	0
2543	[id12025189|Дмитрий], такого пайка нет,брехливка!	1
1904	Болел в декабре две недели и за больничный получил денег больше, чем просто получаю за 2 недели работы. Завод, такие дела.	0
1067	[id5018141|Ярослав], Полностью согласен! Плохой человек пирамидки исцеляющие от рака продавать бы не стал!	0
2326	[id21206235|Ренат],	0
2339	[id471634592|Василь],	0
743	[id412781965|Atowoam], оплеуху от кого? От всу, серьезно?	0
2623	[id49464409|Анатолий], это же сколько денег народных Кощей-обнуленыш тратит на этих продажных шавок! А детям на лекарства СМС собираем.	1
1345	Чечня, это Россия, так что...??? ..	0
1301	"[id365272763|Кирилл], возможно, вы хотели написать ""чеченские взносы""?"	0
476	[id235390516|Такие], ????????????????	0
936	[id92291503|Дима], уже по 70-80 р	0
1883	Сами придумали. Люди и пользуются. Чего удивляться.	0
34	 	0
438		0
1782	[id72309105|Елена], навряд ли. И я бы сказал, что утечка ничего не изменила, все равно рано или поздно все всё узнали. А утечка хотя бы позволила отвести подозрение от Марка и Мишиной/Галлямова (в день после переноса награждения, они не вышли на тренировки, и все на полном серьёзе обсуждали, что они тоже могли принимать допинг). Особенно Марк, так как на следующий день ему надо было выступать.	0
2803	Наконец-то! Мы так рады за Ками. Столько тянули и так потрепали нервы всем. надеюсь, Камила не сломается от всего этого и сможет показать свой максимум ??	0
624	[id118990735|Никита],	0
1058	[id496261696|Andrey], сосать. Соси	1
2489	[id13284587|Александр], 5000 в месяц за 53 метра.	0
336	Спортсмены есть низшее сословіе здороваго общества, врод? бродячихъ циркачей. Упражняться и состязаться они должны исключительно на свой счетъ. Это ихъ личное хобби, ихъ личный бизнесъ. Они не стоятъ ни одной коп?йки нашихъ налоговъ. Спортъ совершенно безполезенъ для общества. А спортсмены РФ къ тому же презервативы оккупаціоннаго режима, обслуга и декорація олигархіи воровъ и полицейскихъ.	0
522	[id492244|Мяо], ха.	0
788	Администрация Байдена: - Нападение на Украину произойдёт 15 или 16 февраля.  Также администрация Байдена: - Мы не знаем точную дату нападения на Украину.	0
1404	[id96032722|Кирилл], ну это про тех, кто попался и уже без прав. Это с горем пополам понятно.  А речь идёт ещё и о тех, которых не лишали. С ними то что, лишать прав просто за то, что алкаш?))	0
1758	[id22236590|Александр], сберегли для царя	0
2938	[id456598182|Рустам], в ресторане не было ни одного человека? Ты eблан?	1
1518	[id13834433|Renat], Сильмариллион, друг. Все персонажи взяты оттуда, кроме одного оригинального героя, которого могли сделать кем угодно.   Всех остальных, если они не хотят чтобы на них вывалилось негодование фанатов, они должны были делать такими, какими их создал Толкин.  Как минимум, это неуважение к самой легендарной франшизе и отцу фэнтези.	0
2068	[id534446933|Денис], ну почему же. в Единой России есть настоящий мужик Адам Делимханов что заступился за простую пенсионерку ))	0
528	[id162364532|Моника], неадекватов и профнепригодных в Москве куча...., можно быть уверенными...((	0
410		0
348	Прошу прощения, Матвей. Моя ошибка, почему-то подумал, что ты адекватный человек. Клоун тут, всё же, ты. Всего плохого.	1
1660	WHO DEY ?? три четыре пять	0
1632	[id13834433|Ренат], причём тут олимпиада. Там есть хоккей,  который по сравнению с этими игрищами, которые кто-то назвал футболом, настоящая мужская игра	0
2948	Я не понимаю  Как могут нищие и затюканные системой учителя поддерживать эту же систему??  Вот этот Навальный, которого она привела в пример, какой бы он плохой или хороший не был, он на последнем заседании суда* заявил что у фельдшера зарплата 25 тыщ и собственно он этим и паражен и хочет чтобы такого nuzgeca НЕ БЫЛО  А тут учитель, 6Jiяяяя  * Поправьте на счёт Навального, подробности не помню	0
2655	[id658179580|Сергей], если ризнают , это пожалуй на руку Украине	0
2493	[id13284587|Александр], 35!!! И зарплаты наши не сравнивайте.	0
1512	[id114765583|Михаил], я в Барнауле живу, который в Алтайском крае - может ты там ментально живешь в Пиндостане копротивляешься неграм.	1
745	[id71621170|Юра], Йурка! По танку вломят джавелином В секунд рванет боекомплект Никто уже не прочитает Кого там был воен.билет??	0
1386	ацтань от меня??	0
2636	хунта засела на даунбасе	1
433	[id3312507|Irina], да вообще не дело, Китай по пацански не ответил!	0
805	На сегодня главное чтоб знали ...можем и жахнуть ...и не мы это придумали	0
1699	[id19543659|Константин], на вкус и цвет товарища нет	0
2010	"[id620419423|Эдуард], ну тогда это братская помощь Украинушке, которой теперь не придётся ""кормить этих иждивенцев"""	0
1867	[id556011771|Павел], это заводы пихают хрен знает что в сигареты, а не настоящий табак. К ним вопросы	0
302	[id613406373|Kirill], нет. Просто ей 15 и она не может за себя отвечать. На это наше спортивное начальство ставку и делало	0
463	[id379906006|Денис], на практике доказал эффективность и отсутствие осложнений	0
1227	[id13834433|Ренат], я сам прекрасно могу сосчитать свои деньги. Ты с темы-то не съезжай.	0
868	"Опять Медуза обманывает и вводит в заблуждение людей. Почитайте Американских дипломатов, послов которые работали в России в 90 годы. Там ясно написано , что было обещено России. Jack Matlock- Джек Ф. Мэтлок - посол США в Советском Союзе, 1987-1991 гг. сегодня это не очень хорошо работает дома, может быть, именно потому, что мы предположили, что можем — с помощью силы, с помощью санкций — изменить политические системы других людей. Я не думаю, что это возможно, хотя я знаю, что люди, которые верят в это, верят в это, и это так... Но я думаю, что это создает больше проблем, чем решает. обращаясь, в частности, с Россией как с побежденной страной, по сути, без каких-либо национальных интересов, мы помогли создать и усугубить проблемы, которые мы имеем сегодня. Это то, чего мы не понимаем сегодня, во многих вопросах. Я бы сказал, что Украине лучше без Крыма, потому что большинство людей в Крыму предпочитают быть в России, и все же.. Итак, как я уже сказал, я думаю, что очень плохо, что мы не пошли на гораздо более радикальные сокращения. Я думаю, что это было бы возможно тогда, если бы мы не хотели делать это на справедливой основе. Но мы этого не сделали, и очень скоро у нас начались проблемы, такие как расширение НАТО, что, вероятно, сделало дальнейшие сокращения ядерных вооружений практически невозможными. Я свидетельствовал в Конгрессе против расширения НАТО, говоря, что это было бы большой ошибкой, и что, если бы это продолжалось, то, безусловно, оно должно было бы остановиться, прежде чем оно достигло бы таких стран, как Украина и Грузия, что это было бы неприемлемо для любого российского правительства, и что, кроме того, расширение НАТО подорвет любые шансы на развитие демократии в России. И Джордж Кеннан также сказал: «Послушайте, Клинтон хочет быть переизбранным. Ему нужны Пенсильвания, Мичиган, Иллинойс; очень сильная восточноевропейская..."" Многие из них стали демократами Рейгана по вопросам Востока и Запада. Они настаивают на том, чтобы Украина [НАТО] расширилась, включив Польшу и, в конечном счете, Украину. Итак, Клинтон нуждается в них, чтобы переизбраться. Но дело в том, что, я думаю, решающим вопросом там была внутренняя политика, а вовсе не понимание, можно сказать, как лучше урегулировать международные отношения. , что я думаю, что администрация Клинтона была весьма лукавой. Клинтон лично сказал Ельцину, что «Партнерство ради мира» заменит расширение НАТО, и Ельцин сказал: «Отлично. Это блестящая идея.   Пожалуйста читайте сами , там много интересного написано, все эти документы хранятся в архивах в Вашингтоне.  https://nsarchive.gwu.edu/briefing-book/russia-programs/2022-01-25/us-ambassadors-russia-interviewed"	0
1790	Удачи и здоровья талантливой Камиле!?	0
749	[id71621170|Юра],	0
245	[id3986424|Антон], Буржуази?я (фр. bourgeoisie от фр. bourg; ср. нем. Burg «замок») — социально-классовая категория, которой соответствует господствующий класс капиталистического общества, обладающий собственностью (в форме денег, средств производства, земли, патентов или иного имущества) и существующий за счёт доходов от этой собственности.[1]   В современном русском языке слову «буржуа» соответствует не столько мещанин, сколько предприниматель, эксплуататор, соотносясь с понятием «капиталист» (например, в буржуазию входило и купечество, а некоторая часть мещан работала по найму).	0
175	[id307054678|Виктор], ну волнуется и волнуется. Что в этом плохого?	0
2283	Всё, до чего доходят у Путина руки, превращается в дерьмо. Вот такая у него суперспособность	0
1392	[id177805299|Валентин], не кури епт)	0
739	[id412781965|Atowoam], нельзя недооценивать чужое слабоумие, особенно засидевшегося на троне старика...	0
235	[id5200794|Алёна], оставте при себе свои поздравления. От чего потешила свое ЧСВ, от людей, которые каждой бочке затычка? Ничего не знают, ни в чем не разбираются, но не пройдут мимо, чтоб свои 5 копеек не вставить.  Если для вас образование- это диплом учебного заведения, а культура - не бросать фантики мимо урны, то наверно не связано. Но эти понятия гораздо обширнее и одно с другим находится в прямой зависимости.	0
1802	[id247179055|Иван], да и вообще спортсмены быстро взрослеют. Огромные физические нагрузки + допинг ...	0
2846	[id658179580|Сергей], чего чего?	0
2220	[id84924084|Александр], а вот и выродки	1
679	[id314063098|Кирилл], в североамериканском сегменте правых сейчас модно называть демократов социалистами. В основном просто из-за обусловленной пандемией возросшей политики соц поддержки, ограничений и курса на зелёную экономику	0
1119	[id26392363|Ольга], не особенно понял твою клоунаду.   67% граждан России экономят на еде. Официально по осеннему отчёту Сбербанка.  Продовольственная инфляция в России - в 8 раз выше чем в Евросоюзе, официально по Росстату.	0
1519	[id500286826|Андрей], я повторяю, персонажи сильмарилиона и сюжет сильмарилиона это разные вещи. А во-вторых, права давно проданы. Ты в курсе, что такое право на книгу? Это значит новый владелец может что угодно делать с персонажами и сюжетом. За это автору заплатили огромные бабки (или его внуку, я не помню).	0
2147	[id573289077|Логунов],	0
2421		0
1235	[id2419749|Лёва], ну он извинения принёс. Делимханов много извинился?	0
975	[id697538893|Тимофей], я хз о чём вы, а я о любви к себе	0
