id	doc	target
1398	id122011944|Любовь],	0
1781	Что ещё за традиционные ценности? Бухaть, валяться в подъезде в блeвотине, ходить под себя, поджигать кнопки в лифте, выкручивать лампочки в подъезде, ломать почтовые ящики и тп? Так то этих скрепоносных ценностей полно	0
5910	"а вообще чувак гений, просто подумайте, даже если бы она сказала ок давай расставаться, он бы избежал как минимум неловкой ситуации. Ну или в худшем случаи 5-10 лет жизни не потратил бы на нее.
"	1
1079	как ватник прогнозирую, что все это кончится ничем. Так как никакого нападения и не планировалось.   Но вообще, Западу благодарочка за это шоу. Как Леху посадили, скучновато стало, а тут такой цирк подвезли, и, похоже, что надолго.	0
7790	у каждого свой вкус, сказал мне just, и сбросил с хуя обезьяну!))))	1
6183	"Ахаха, ну да, ну да, на ньюсаче нет лахты, вы нас слышите ?? Лахты нет на ньюсаче, ебать ты конч
"	1
6021	"Щас бы вот еще в донецки всякие отдыхать ездить. Нет, спасибо.
"	1
3653	фашистские страны по типу Польши	1
701	додик, джавелин - это ПТРК ими по домам не стреляют... ????	0
236	"тупой кремлебот, оружие нужно не только как устрашающий фактор, оружие еще применяется по прямому назначению... Не завидую танкистам, кому выпадет ""встреча"" с «Джавелинами» и «Байрактарами»"	1
1145	Можно жрать допинг и участвовать в соревнованиях, так и запишем)	0
3278	за рулём пизда, это не езда	1
1668	15 из 23 обезьян, которым имплантировали мозговые чипы Neuralink Илона Маска, умерли. Спутники упали, обезьяны умерли замученные...  Но хомячки будут по-прежнему травить байки про Рогозина, Роскосмос и батут...??	1
388	ну вот... как по нотам всё разыграно...- чтобы не утомлять дебильными вбросами-выступлениями нае*ального которому нельзя отсвечивать именно сейчас потому как появляются вопросы по украине к нему и его абсолютному бездействию...а значит плебсу вбрасывают другие мульки - третьесортные сафроновы... аресты вонючих пуссей через раз.... щас ещё что то вбросят типа отравления очередного пети верзилова( или абрамовича?? ) или убийства тесака.... пипл хавает беспомощно плямкая пустым ртом... ах да1!!!! как же я мог забыть вбросище про авсянникаву с её вонючим плакатиком......аахахахаха... а пипл хавал на ура.. а как это пиарили пропагандоны...	1
2858	Просто футбол,а европейский называется сокер. Хватит путать. PS: Глоров в Ремс хаус прибавится...	0
5567	"Дважды я забывал водительское в другой куртке. И дважды меня останавливал один и тот же гаец. И дважды выписывал штраф. Дважды пробивал меня по базе. И дважды отпускал с постановлением на все 4 стороны. Ни о какой штрафстоянке речи не шло.
"	0
3635	его так за яйца повесить он только тогда может поймет урод	1
7803	а сука твоя мать, что такого гагдона родила как ты. иди на хуй баран в кепке	1
5257	"У нас мужчин меньше, чем женщин и так на всех не хватает, а они ещё друг друга любят)
"	0
4444	а люди такие, извините, свиньи, что эта поговорка не действует	1
3149	это называется одним словом - похуист.	1
5402	"Проблема в том, что у мейнстримных десктопных процессоров (сокет 1151) всего 16 линий PCI-E. Таким образом, при установке пары карточек слоты автоматом переключаются в x8. Насколько упадет производительность на 8 линиях PCI-E 1.0, это вопрос... Учитывая, что некоторая просадка даже на x16 имеет место быть. Ну или брать HEDT- сегмент (т.е. сокеты 2011 и 2066), где у процессоров куча линий PCI-E, но обладатели таких систем вряд ли станут экономить несколько тысяч рублей.
"	0
8325	заебали берите лицензию и пиздуйте капать нефть а то видите их недры варуют тупые заподные проститутки :d	1
3736	ТОЙМИНЦЕВУ СДЕЛАЛИ.КАКОГО ХЕРА.Я В ШОКЕ, Я В РАССТРОЙСТВЕ  АГУТИН САМ РАССТРОИЛСЯ(	1
2996	эта шлюха публичная живет за счет отча! и это уебище че то тяфкает!!!!???	1
3735	У него батя или брат - мент. Это объясняет ватность и совкодрочерство.	1
2622	так я написал про конткретных людей с фото, зачем ты говоришь что где то есть реальные люди? опять побеждаешь сам себя?	0
3173	до этого всё решили..сйчас уже недовольны..ппц я с них хуею..(	1
460	????????????????	0
4053	поймать эту суку и четвертовать	1
6313	"Хуесос и пидорас. Подмазывается к каким-то интеллктуалам, хотя сам по сути ничего не сделал, только языком пиздит.
"	1
3811	они походу всей тройкой с лэнгли причипиздили	1
1585	А двай коррупцию, назовем лоббизмом. И нет корррупции.	0
5474	"Мне кажется, или цвет стены и бумаги изменился? Вспомнил про золотое или синее платье
"	0
3958	дичь смешанная с хуйнёй 👎	1
4052	не бойтесь показаться долбаебам.бойтесь казаться нормальным человеком.	1
3714	сопряжённая с этим венерическая хуйня.	1
7709	когдато хотел помыть свои грязные ноги в индийском океане еврей дурошлёп	1
797	никогда такого не было и вдруг опять	0
5047	"Страна с высоким человеческим капиталом может построить годную страну, а может построить говно. Страна с низким человеческим капиталом построит только говно. Вот и вся связь. С чего вдруг решили, что страна с высоким человеческим капиталом должна построить годноту не ясно.
"	0
7108	700 взрослый,350 детский	0
2152	Началось два три четыре пять	0
7815	от имени полка выебать волка	1
8445	сука ты меня возбудила напиши мне	1
8232	иди отсоси, так ты стопудово лесбиянка!!’ активная или пассивная??! если активная просто ответь на этот пост.	1
2845	 Твой лай так нелеп Нам же соточку Gosдеп За стишок за новый рад Путём Великим В Мир и Лад  Мы весьма юрки и ловки Всяки есть уж заготовки В словаре запас богат Путём Великим В Мир и Лад  Посему с тобой общенье Как приятно обольщенье Принесёт бабла нам чуть Йоу, В Лад и Мир Великий Путь!)))))	0
4879	"Их два, один в Свердловской области- не ЗАТО, но в Пензенской области- ещё какое ЗАТО, там находится ФГУП ФНПЦ ПО Старт им. М. В. Проценко .
"	0
3069	не смотрите, меня хватило на 30 минут этой мути. тупорыльщина и нудятина.	1
2484	Гнать выродка	1
182	да	0
6406	"Вижу этого бритого мерзавца - ставлю минус. Чего и всем здравомыслящим людям желаю.
"	1
8369	а всеже сколько дэбилов довольны.многовато,однако...47%,внушительно...	1
7898	он не могут трахнут сер-гей видно он гей тебя можно ты деньги дай 200рублей за пузырь и она твоя	1
7965	я тебе пишу не про блядей я тебе пишу про шлюх что и есть проститукаи.	1
8515	ну ,шо укропатриеты голубой любви ,дождались памятников трахающихся музчинок ,создания энциклопедии для детей ,как трахаться от 10 до 13 лет ,продажа земель ,продажа тюрем ,гейпарады ,бля фуу украина по самые гланды сосающая недострана .... а донбасс - россия ,и вам нас не победить !! с нами бог ,за нами будет победа!!!!!💪💪💪💪💪💪💪💪💪	1
4500	Пздц вата, худшие новогодние каникулы :( идите нахуй-я  обиделась	1
6009	"Да форум вроде для общения)
"	1
5763	"ЧТО ОНА НЕС Т, СУКААААА? ЛОЛД
"	1
8664	а какой недоносок это написал?	1
8477	оборотень в этом туре в игре. мда...жопа.	1
3098	Бдя, ангина это ебаный АД НАХУЙ!! и никто не пожалеет панкушку(	1
6815	это что шутка?	0
4858	"Надо делать как на сигаретах. Писать цену товара прям на упаковке. Только с той разницей, что на сигаретах цена фиксирована и контролируется государством, а на остальных продуктах писать розничную цену от производителя. (то-есть себестоимость прибыль производителя)
"	0
3318	да-да, я уже блять сука обожрался всей этой хуеты, а все не хватает смелости правильно к Юкико подкатить :(	1
133	"браво ?? уверена, что преподаватель, посмевший однажды поставить вам ""хорошо"" прямо сейчас кусает свои локти ??"	0
437	согласен. Только за конченый имбецил может защищать коррупцию. Но Рома смог. Медаль тебе	1
6288	"Надо просто Тарасов-пидорашек из по выгнать, тогда и генотьбы не будет. Нет свиньи - нет проблемы, как говорил создатель хохлов.
"	1
1111	работать, негры! Солнце ещё высоко.	1
3183	Давайте и Лорел умрет, а? Мерлин, ты идиот.((( зачем ее спасать и умирать самому?????	1
5045	"Градие нт вектор, своим направлением указывающий направление наибольшего возрастания некоторой величины. значение которой меняется от одной точки пространства к другой (скалярного поля), а по величине (модулю) равный скорости роста этой величины в этом направлении.
"	0
1878	армия стягиваются к тем местам где сейчас напряжение, это логично как бы. Ты просто ещё раз обдумай всё, проанализируй кто от этой войнушки останется в плюсе и сделай выводы, кому оно больше всего надо	0
7951	надо растреливать а не кормить десятилетия	1
6216	"Ахах, чувак. Скажи, что пошутил неудачно, иначе это пиздец.
"	1
4271	твоя блядская церковь тебе не поможет..	1
301	Интересно, для СМИ есть какие-то курсы по законодательному процессу?	0
2647	Пока это плешивое недоразумение будет президентом ничего не изменится! ??	1
1852	id33838395|Артём],	0
8641	cdu пусть хуй сосут	1
8231	да соси ты уже вонючка обиженная в попку мужчинами . харе истерить и прикидываться .:d :p 😜😂	1
439	сепаратистов ни в какой стране не любят	0
1010	ты не говоришь , ты  истеришь, лошара всё просравшая.	1
1533	Это Анатолька, перешли её только самым дорогим всем подряд людям в количестве 28штук и получи шанс выиграть скатерть.	0
329	Тема с отрезанными головами заразная..	0
3220	Пиздей как хуево кагда тя выебуи и кидают(((	1
1902	немного не так. Влюбленность-Прграмма/Механизм, Природы/Создателя, для продолжение рода. Вроде, как у животных течка.	0
7673	это мужественно молчком мочить уродов	1
5929	"Сабж бесталантный хуесос!
"	1
7547	азив хелки экак ов э мехавор айс патеразмум	0
7991	ну вот выросту всем крысам будет полный пиздец разгоню ихни логово выгоню из квартала 👍👍(fr) (fr)	1
7660	а мы и сейчас им поим козлят,ягнят 🤠	0
5161	"А смысл? Стоянка платная, если не ошибаюсь...
"	0
6468	"Топовые хохлухи от 10 за час, ептыть. 6 это более-менее. А за трешку только спидозные жинки атошек, ебать их такое себе. Шлюхи в москве дорогие, сука.
"	1
5315	"Да куда ж они у нас делись? Кто наркотой торгует преимущественно?
"	0
5627	"делал мрт гипофиза, ничего не нашли, но думаю еще раз сделать и именно всей головы, просто последний месяц одну ноздрю периодически закладывает без каких либо других симптомов, ходил конечно к отоларингологу, та поставила синусит и назначила лечение, но уже третья неделя идет и по сути улучшилось все незначительно и на том и остановилось (тут недавно на пикабу парень случай описывал похожий, у него там мощно пролактинома проросла и тоже похожая ерунда была, вот и размышляю теперь), вот думаю добить это дело и потом сдать более обширно гормоны, идти еще раз к эндокринологу и может мрт делать и что он там лучше насоветует
"	0
6924	в бруснятском когда	0
5690	"И что? Сотню людей знаю с двумя санузлами в доме, ни одного, чтоб они оба не унисекс были. Какой ближе свободен - тем любой гендер и пользуется. Ты жопой завилял. Давай пруфы твоего, нормального человека, жилища с сортирами как в кинотеатре! С табличками пикрил ! каждой пидорахи в доме унисекс Ты же с этого выёбываться начал! Предъяви свои 2 отдельно-гендерных, нормальный пиздобол !
"	1
6003	"Эти шви-тые диды сами копчёных набирали в свои ряды чтобы вместе ко-противляться против никрасивых славян, а их самих не трогали. Сейчас бы выбирать сорта фанатиков. Или у тебя интерес из злорадства? Можно подумать у пидорах бывает выбор в таких вещах. Сказали сверху строить новый сбродный мир - всё.
"	1
6351	"Гашишный психоз, шизофреноподобное расстройство психики, формирующееся при длительном ежедневном злоупотреблении психотропными препаратами конопли. Внешние признаки, позволяющие заподозрить наличие психоза нарушение координации движений (в особенности, походки и мелкой моторики), невнятное произношение слов (как будто речевые органы предельно расслаблены), бессвязность речи, вялая мимика. Для ранних стадий гашишного психоза характерны слуховые галлюцинации, фобии, сверхценные идеи, бред преследования, раздражительность, обидчивость; на более поздних стадиях преобладает апатия и депрессивные настроения, иногда постоянная безадресная злость.
"	1
1620	Жоне провокатора Охранки только так можно оскорблять, наш самый справедливый суд, остальные жены за подобное сами сядут.  Не переживай, Юлия, Алеша на даче Охранки загорает. А это только пиар провокатора от куратора, ну вроде, - чмоки-чмоки..,	0
3598	если ты пидарас неровняй по себе чмо пиздоголовое	1
3298	ВОТ МЫ ЛОХИ:,(НУ ЛАДНО,ЗАТО НАС ДВОЕ АХАХХАЭТО ЛУЧШЕ,ЧЕМ ЕСЛИ ЬЫ КТО-ТО ОДИН ТАКОЙ ЛАХ БЫЛ	1
1992	Очень хорошо рассказали про вакцину ютубер MyGap. Вот так и должны были рассказывать все врачи и политики изначально, а не ту хрень, которую изначально (защита от вируса на пожизненной основе и прочее). Итог: вакцину все стали считать фуфлом, и не доверяют ей по сей день.  И в придачу заставляли людей подписывать отказы от притензий в случае негативного влияния вакцины на организм (у меня брата жены заставили такое подписать)	0
8534	мало! надо было шею сломать, а заодно и мамашке её	1
4007	на троечку, которую нужно забить в очко!	1
1251	тут речь про Навальную, а не про твою жену	0
7759	дебилы блядь. как только уберете лукошенко,через 3-5 лет всю технику и прдукты будете покупать за бугромпосмотрите на украину и россию.	1
1466	"Гы-гы-гы, я уже понял почему - чтобы на экранах ПВО в случае чаво ""левые"" точки не светились. Украина привела войска ПВО в боевую готовность. Как с Сирией с ней не получится."	0
616	что ему делать на ух-сраине?	1
3558	да заебали вы со своей лолитой пусть сосет у ишака !	1
3686	Купили подделку за 7к, блядь, совсем дебилы? Хотя эти же Челябинск, чему удивляться.	1
4250	мы любим тех кому похуй на нас(	1
8623	во вторжении где фарм добавить функцию убивать патрули.	1
3380	надо было ещё и ебальник хозяину набить	1
5808	"На первой гифке не понятно кто, обезьяны или негры.
"	1
4476	кто заслужил отношение как к блядям , те поймут	1
6365	"Ты там продолжай, мы смешить не будем пока не закончишь
"	1
3400	а я вот хуй фотку выставлю(( качество дерьмо :С	1
7602	и моей тоже 10...	0
4964	"А в чем заключалась тирания?
"	0
7809	рожа с пидорастической улыбкой	1
5696	"Ваше мнение - ваше мнение. Забейте его себе куда хотите.
"	1
6432	"Че им делать в хохляндии? стецвойны тут у нас на форумах рыжым шатают.
"	1
6850	тут все лохотрон	0
226	и кавказ пусть тоже забирают	0
3995	​гавнюков за бабки на улицы вывели чтобы гопника опять во власть вернуть,стадо баранов	1
4682	"Уже неактуально. Заездили по всем сетям. Писы: но поддерживаю!
"	0
2753	Она же допущена	0
4296	И у меня гамно залежалось, тоже отправлю	1
491	"ну тогда это братская помощь Украинушке, которой теперь не придётся ""кормить этих иждивенцев"""	0
4918	"Эмаль можно конечно повредить. Но сложнее чем акрил. Ну и эмаль легко ремонтируется. Проблема акриловых ванн, что они легко ломаются. И после этого ремонт часто не целесообразен. Так же несмотря на каркас, такая ванна весьма подвижна и деформируется при нагрузках. Хорошая акриловая ванна стоит столько же сколько чугунная. Из плюсов это монтаж и произвольная форма. Из минусов хрупкая и время жизни не очень долгое.
"	0
7497	какой красивый вальс..сразу возникает ощущение торжества и праздника...прекрасно!!!	0
500	ну волнуется и волнуется. Что в этом плохого?	0
5751	"Какая медицина, пидоран? Че несешь вообще?
"	1
138	они настолько велики, чтобы полностью кормить эту отрасль. 3-4 доллара за километр, если я всё верно помню.	0
5527	"Хотел позвать модератора... Если Ваш ответчик сочтёт это оскорблением - позовёт сам
"	0
6675	иришка для тебя	0
2372	ты неправ. Я из Украины, но очень активно мониторю новости и Украины и России. И хочу сказать, что российская пропаганда всё таки работает. И даже там, где она не работает, как нам всем кажется, она все равно работает.   Я не согласен с ним по вопросам, например, того же Порошенко, или что проседания  рейтинга зеленского это норма. Но в целом, особенно в конце, он действительно прав. Россия не совсем понимает, что происходит у нас в стране. И жители РФ иже с ними. Поэтому такая ситуация.   Русский язык особо не притесняют, да, но всё равно проблемы есть. И я бы с ним на эту тему мог отлично пообщаться. Многие вещи о языке он понимает неправильно.   Но в целом он прав. Так что советую прислушаться к статье, она не такая 'мда' как кажется на первый взгляд. У нас действительно совершенно другая страна. Настолько, что инфа про замминистра МВД, которого сняли за хамство, вообще для украины не новость.   А медузе спасибо за то, что она есть.	0
6630	"Надеюсь этого пидора затаскают по судам. Из-за таких хапуг у нас теперь на 5 лет позже на пенсию выходить и 5 предпенсионных лет обязательной безработицы.
"	1
3990	Какой у тебя мусор в голове	1
3552	биошок и я нахватил,  ососин заебал, башни эти, синхронизации. Ну сколько то можно?(	1
664	пошёл вон,кремлеботина. И быстро.	1
5758	"Надо же, животное умеет читать..... и даже клацать по клавишам, иди упоротое, убейся, надо же быть такими тупорылыми.....
"	1
8035	родоки долбоебы	1
8285	уебок плешывый	1
5903	"стоит ли анону качественный разъеб с годным монтажом делать А ты точно вывезешь?
"	1
3163	ахуеть! какой мудак придумал этот праздник? почему не красное число?	1
6644	"ПКА написана мусорами для долбоёбов.
"	1
5734	"Как же хочется упасть ебалом в это хрючево.
"	1
5855	"Ты стыдливо помалкиваешь насчет того, что пиндосы уничтожили ирак и породили там игил и только талдычишь о том, что происходит сейчас с нефтью. Узнаю либераста, это он так отреагировал. Смешно.
"	1
7663	есть в этой жизни халявщики,которым всё достается даром, а сами палец о палец не ударят, всё им родители сделали .эти люди не ценят никого и в последствии они в жизни ни к чему не приспособлены их семьи как правило распадаются .поэтому пусть зарабатывают своим горбом,больше ценить вжизни всё будут. поэтому я за то ,чтоб не помогать, а то полу чаеться дом-2 ,который досих пор не отменят .позорище !	0
6968	я про что и спрашиваю. за лот 180 р?	0
5747	"Для неудачников везде в мире не радужно. Ныть надо меньше и работать больше.
"	1
7162	так метко нас ранят удары вчерашних друзей.	0
7689	фургал убийца,а те кто там бакланет на этих сборищах гомосеков проплаченые выродки малолетнии да дибилы которым на бутылку не хватает... у меня у родственника дружок очень не уважает президента всякие мерзости и байки про него травит,сам же в 90х ментом был потом сел за наркоту на потом вышел стал с бабок на базаре деньги трести,потом опять на 7 лет сел теперь сидит сторожом в магазине и жалуется, что 13000 зарплата ...естественно путин виноват,другая мадам всю жизнь на базаре шмотками торговала ни копейки налогов ,две квартиры гараж на пенсии пенсия естественно миниму так как на государство ни дня не работала...опять путин виноват,третий сидит визжит работы нету,звоню ему говорю обратись туда там ищут водителей на самосвалы зарплата 70000,каждый день дома,а он на х....надо,вот такие людишки и костерят президента.....короче лентяи и неудачники и всякое гавно.....	1
6974	интересный дед из фанеры	0
6544	"Все вернем, хохлик. Ты только заплати. И не глупи мне тут.
"	1
6540	"Москва не хочет этой войны, и тебе наш президент это ясно по-русски сказал: не сметь стрелять по Багдаду! Лучше вместе ебанём по Тбилиси. Жириновский зы. лучше вместе ебаните по фашингтону
"	1
8403	он что дебил или наркоман сволочь коньчиная	1
6503	"Зачем хохол одел георгиевскую ленточку? На миротворец его.
"	1
4180	Упасть с сиденья, потом встать и пиздануться бошкой об потолок? Ну Авдюха же :(	1
2836	да хоть китаец, главное актерский талант.	0
1369	до вас и дотрагиваться не надо..	0
6747	галина, есть правда в ваших словах. только почему свекры - эгоисты? они не запрещают авторы замуж выходить. да и не вправе этого делать. а требования, чтобы в их доме не было чужих мужиков - вполне законно и даже резонно. были бы эгоистами - выставили бы вдовушку с детьми за порог.	0
7666	богородица,покрый моих родных своим омофором.во имя отца и сына и святого духа! аминь!	0
5262	"В колбасной цех, там профессионалы 80 левла по переработке мяса 3й категории. Сделают так что будит пахнуть вкусно. Глюкомат, коровьи сиська, конские залупы, бычие хуи, туалетная бумага. Там волшебник и.
"	0
3129	это уебище лесное,его закрыть надо,что бы его никто не видел	1
727	это походу в крупных городах все эти коронавирусы. У нас в задрищенске на 150к я ощущаю коронавирус максимум, когда на кассе просят одеть маску. Ни тебе каких-то тонн больных родственников, ничего подобного. За всю пандемию так ниразу и не заболел	0
7032	когда росгвардия прийдет избивать, то и кастрюля пригодится	0
3068	БЛЯТЬ((( ЧУВАК НЕ РАСКИСАЙ!!!! ОН НАВЕРНЯКА ПОПАДЕТ НА ХОМЯЧИЙ ЧЕРНЫЙ ПАРАД!!!	1
4818	"А зачем тогда ДС эта обуза? Зачем ему регионы, если бы без них он только выиграл? Потому что жители ДС ответственные люди и не могут бросить на произвол судьбы жителей провинции. Люди в регионах банально погибнут без дотаций Москвы.
"	0
527	у него был свой домик на несколько подъездов.	0
6358	"Так и надо) а то прут как бараны) Не далеко от дома тоже надо также сделать- а то и переход стёрли, знаки убрали и ограждения поставили- год прошёл всёравно прут)
"	1
7980	там и так ебанутых хватает	1
2806	ну уж точно, не за 15-ть рублей лизать ж*пу плешимо ху*лу	1
952	реклама на СБ это как отдельный вид искусства, многие ролики прошлого признаны культовыми	0
8166	пидор фашистский	1
7080	прикольно а пишет мужик	0
560	шуруй родину защищать, а то так в интернете прocрешь все до конца	0
6372	"хз кто правду пишет, но у парня еблет реально мерзкий
"	1
4847	"Открываю тесты по аккредитации врачей 2019 года, вопрос: что вызывают наркотические вещества с содержанием канабионтов? - правильный ответ деменцию Тесты составляет МинЗдрав...
"	0
8364	я бы тебе попу вылизал	1
2414	вы уже в окопе? Или только своей метлой из тыла воевать горазды?	1
2577	Весьма жёсткие правила по ковиду, мы тут в России даже смеёмся с них, но это действительно помогает, есть с чего брать пример	0
778	"поздравляю, потешили своё ЧСВ в комментариях. Правда как связаны образованность, образование и культура тоже стоит знать. Человек ""высокой культуры"" может быть вовсе не образован, если что)"	0
4989	"Через 10 таких смывок еда начнет пригорать не хило, ибо покрытие к хуям смоется, он бы еще металлической губкой прошелся
"	0
6353	"Пиздец дёшево все равно. 1000 рублей час за симпатичную и чистую оксанку. В России хохлухи только за отсос от 500 рублей берут, да и то - крокодилы на трассе.
"	1
1637	нормальное? Почему тогда мозги и капиталы разбегаются?  Почему тогда страна в европейских топах по всей криминальной и антисоциальной статистике? Где не первые с конца, там вторые. Убийства на душу населения (на каждые 100 тысяч), самоубийства на душу населения, аборты на каждые 10 тысяч беременностей и т.п.  Почему целые регионы стоят средневековые мафиозные бандюшатни и государства в государстве?  Почему у нас политическая модель как в туркменистане?  Почему здесь, все коменты - свинячий расистский вой, от двух чёрных пол мига мелькнувших в кадре?  Нормальное у нас общество? Точно? Я вот что то не вижу. Ничего. Нормального.  У каждого общества - есть присущий ему уровень культуры, правопорядка, развития дискурса и т.п. Есть Сомали и есть Швейцария.	0
8165	до сих пор реклама в тв режет по ушам... особенно из банков... возьмите путин за вас отдаст он же не пидарас	1
532	нет, лахтинская дырка, правды нет за тобой. Ты ж дырка для приема пенисов. Да, дырка? Подтверди.	1
549	не угадал, ведь в дисциплинах где сша взяли первое место ты же не видел его комментов?	0
7805	одно слово - пидоры!	1
3841	суки! себе на морду натяните, твари! уроды!	1
6178	"Надоело нам волыны Маслом мазать день-деньской. Отпусти маманя сына. Сын сегодня холостой.
"	1
128	Зюганова узнает! Надо привезти!	0
1005	да уже поздновато он это заявил-из Украины активно выводятся денежные активы, ВВП этого региона устремился вниз, а ведь Минск придётся выполнять в любом случае, это неизбежность	0
1180	"а чей это так называемый ""праздник"" ?"	0
327	ты же поможешь хохлам, или только тявкаешь!!	1
7410	не смешно. позорно скорее всего.	0
3563	, ахахах, вы вообще козлы, я еще ни один рейтинговый матч не сыграла :(	1
8057	колесовать прилюдно на площади!	1
5472	"свободных Что есть свобода?
"	0
3705	как заебал текслер с этим продлением 😬😬😬	1
6520	"Всех же так волнует,что там у хохлов?
"	1
1074	ахха))	0
4054	Наша жертва, видимо, принимала наркотики.	1
2109	это ты убийца, улавливающий жопой сперматозоиды ??????	1
436	Не существует, не закупайте.  В чём проблема?	0
4399	козлова ну че за дерьмо половина шестого бля :(((((((((((((	1
7480	да не боись так вофка, это не больно... чик и фсё..	0
4611	ну охуеть теперь!уже не интересно даже смотреть :(	1
7703	расстрелять хозяина мразь!	1
848	в отличие от твоих собратьев по цеху ты не переходишь на личности  Поэтому к тебе без приписок	0
4896	"Ежу непонятно. А снять их что мешает? Или это часы-наручники, снимаются только ключом?
"	0
5601	"Ты ему еще и полтос накинул
"	0
5397	"Хорошая фотография! Потрясающий город. Прям сразу вспоминаются атмосфера, пиво, мясо..
"	0
1897	да, объективна. Твои слова - нет. Сам просишь аргументов, но не аргументируешь свои же слова, как-то по ботски.	0
4132	мощь!!! а попрошайке хуй в жопу пидору!! иди работай и пользу приноси!!	1
1108	Отписка надоела ваш бред слушать.	1
761	того,что в войну могут вмешаться НАТО,что может перерасти в глобальную войну и всех так называемых военных в запасе поднимут воевать за нелепые интересы дядечек небожителей и втянуты в это говно будут все,даже те ,кому оно и не надо,поэтому пресечь эту хрень нужно немедленно	0
8406	опека, это оборзевшая сволота, им до манды дети	1
536	Похоже что там адекватная только женщина, которая торговала у мечети, ибо не прожить ей иначе	0
700	сколько платят за пасты?	0
6803	так когда же недоделки устранят ????к зиме чтоль ???? устали ждать ....8oi 8oi 8oi	0
4721	"Ну когда инфляция в десятки тысяч процентов хуже только гражданская война.
"	0
1844	"Ну вот все и понятно!После признания Донбасс обратится за помощью к России и российские войска официально и законно войдут в ЛДНР.А бандеровские ""вояки"" как мы видем на примере Крыма ссут этого и побегут сверкая пятками в схроны аж до самых Карпат!Вот так и произойдет освобождения народной Украины!"	1
764	шнуровым его заменят .. в питере пить ... когда все бухают, всем пофиг становится на снег ....	0
2351	как независимых. Пока что	0
